"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AJ1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","IA1","KA1","MA1","MD1","MW1","REM","EQD"
"31285099999","2024-01-18T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0252,1","-0284,1","10380,1","12,0000,9,1",,"0039,3,1,003900,9,9",,,,,"99,9,+99999,9,02,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9","23,9","240,N,-0324,1","99999,9,10292,1","2,1,028,1,+999,9",,"SYN07631285 12999 63401 11252 21284 30292 40380 52028 60002 80005 333 21324 47039=","Q01    003SCCGA1"
"31285099999","2024-01-19T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","360,1,N,0030,1","22000,1,9,N","050000,1,9,9","-0250,1","-0314,1","10395,1",,,,,,,,"04,1,+99999,9,04,1",,,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,99999,9,99,9,99,9",,,"99999,9,10307,1","2,1,015,1,+999,9",,"SYN05431285 42999 43603 11250 21314 30307 40395 52015 84010=",
"31285099999","2024-01-19T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","340,1,N,0040,1","22000,1,9,N","050000,1,9,9","-0232,1","-0308,1","10394,1",,,,,,,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10306,1","8,1,001,1,+999,9",,"SYN05431285 42999 23404 11232 21308 30306 40394 58001 80009=","Q01    003SCCGA1"
"31285099999","2024-01-19T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","180,1,N,0030,1","22000,1,9,N","050000,1,9,9","-0228,1","-0304,1","10398,1",,,,,,,,"01,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,99999,9,99,9,99,9",,,"99999,9,10310,1","3,1,004,1,+999,9",,"SYN05431285 42999 11803 11228 21304 30310 40398 53004 81040=",
"31285099999","2024-01-19T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,9","050000,1,9,9","-0314,1","-0330,1","10426,1",,,,,,"0,1,99,9","0,1,99,9","01,1,+03000,1,03,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,03000,1,99,9,99,9",,,"99999,9,10336,1","2,1,008,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-19T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","22000,1,9,N","050000,1,9,9","-0314,1","-0330,1","10426,1",,,,,,,,"01,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,99999,9,99,9,99,9",,,"99999,9,10336,1","2,1,008,1,+999,9",,"SYN05431285 42999 10000 11314 21330 30336 40426 52008 81040=",
"31285099999","2024-01-19T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","22000,1,9,N","050000,1,9,9","-0302,1","-0319,1","10436,1",,,,,,,,"01,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,99999,9,99,9,99,9",,,"99999,9,10346,1","2,1,010,1,+999,9",,"SYN05431285 42999 10000 11302 21319 30346 40436 52010 81040=",
"31285099999","2024-01-19T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0312,1","-0330,1","10438,1",,,,,,,,"01,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,99999,9,99,9,99,9",,,"99999,9,10348,1","2,1,002,1,+999,9",,"SYN05431285 42999 12301 11312 21330 30348 40438 52002 81040=",
"31285099999","2024-01-19T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0020,1","22000,1,9,N","050000,1,9,9","-0325,1","-0342,1","10456,1","12,0000,9,1",,"0039,3,1,003900,9,9",,,,,"01,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","01,99,1,01,1,99,9,99999,9,99,9,99,9","23,9","240,N,-0332,1","99999,9,10364,1","2,1,016,1,+999,9",,"SYN07631285 12999 12302 11325 21342 30364 40456 52016 60002 81040 333 21332 47039=",
"31285099999","2024-01-20T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0331,1","-0348,1","10463,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,N,-0336,1","99999,9,10371,1","2,1,007,1,+999,9",,"SYN06431285 42999 12301 11331 21348 30371 40463 52007 80001 333 21336=","Q01    003SCCGA1"
"31285099999","2024-01-20T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","180,1,N,0030,1","99999,9,9,N","050000,1,9,9","-0277,1","-0315,1","10459,1",,,,,,,,,,,,,,,"99999,9,10369,1","8,1,002,1,+999,9",,"SYN04831285 42999 01803 11277 21315 30369 40459 58002=",
"31285099999","2024-01-20T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0255,1","-0311,1","10453,1",,,,,,,,,,,,,,,"99999,9,10365,1","7,1,004,1,+999,9",,"SYN04831285 42999 02302 11255 21311 30365 40453 57004=",
"31285099999","2024-01-20T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0286,1","-0324,1","10458,1","12,0000,9,1",,,,,,,,,,,,,"240,M,-0250,1","99999,9,10368,1","3,1,003,1,+999,9",,"SYN06431285 12999 02301 11286 21324 30368 40458 53003 60002 333 11250=",
"31285099999","2024-01-20T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0304,1","-0334,1","10461,1",,,,,,,,,,,,,,,"99999,9,10371,1","2,1,003,1,+999,9",,"SYN04831285 42999 02301 11304 21334 30371 40461 52003=",
"31285099999","2024-01-20T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0329,1","-0351,1","10463,1",,,,,,,,,,,,,,,"99999,9,10371,1","4,1,000,1,+999,9",,"SYN04831285 42999 00000 11329 21351 30371 40463 54000=",
"31285099999","2024-01-20T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0366,1","-0382,1","10462,1",,,,,,,,,,,,,,,"99999,9,10370,1","8,1,001,1,+999,9",,"SYN04831285 42999 00000 11366 21382 30370 40462 58001=",
"31285099999","2024-01-20T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0357,1","-0375,1","10466,1","12,0000,9,1",,"0039,3,1,003900,9,9",,,,,,,,,,"23,9","240,N,-0370,1","99999,9,10374,1","3,1,004,1,+999,9",,"SYN07031285 12999 00000 11357 21375 30374 40466 53004 60002 333 21370 47039=",
"31285099999","2024-01-21T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","22000,1,9,9","050000,1,9,9","-0360,1","-0378,1","10466,1",,,,,,"0,1,99,9","0,1,99,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,N,-0366,1","99999,9,10374,1","4,1,000,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-21T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0300,1","-0330,1","10450,1",,,,,,,,,,,,,,,"99999,9,10360,1","8,1,014,1,+999,9",,"SYN04831285 42999 02301 11300 21330 30360 40450 58014=",
"31285099999","2024-01-21T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0261,1","-0308,1","10436,1",,,,,,,,,,,,,,,"99999,9,10348,1","7,1,012,1,+999,9",,"SYN04831285 42999 02001 11261 21308 30348 40436 57012=",
"31285099999","2024-01-21T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0331,1","-0354,1","10451,1","12,0000,9,1",,,,,,,,,,,,,"240,M,-0258,1","99999,9,10359,1","3,1,011,1,+999,9",,"SYN06431285 12999 02001 11331 21354 30359 40451 53011 60002 333 11258=",
"31285099999","2024-01-21T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0334,1","-0356,1","10452,1",,,,,,,,,,,,,,,"99999,9,10360,1","2,1,001,1,+999,9",,"SYN04831285 42999 02001 11334 21356 30360 40452 52001=",
"31285099999","2024-01-21T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0357,1","-0375,1","10454,1",,,,,,,,,,,,,,,"99999,9,10362,1","2,1,002,1,+999,9",,"SYN04831285 42999 00000 11357 21375 30362 40454 52002=",
"31285099999","2024-01-21T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0369,1","-0389,1","10454,1",,,,,,,,,,,,,,,"99999,9,10362,1","4,1,000,1,+999,9",,"SYN04831285 42999 00000 11369 21389 30362 40454 54000=",
"31285099999","2024-01-21T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0366,1","-0382,1","10430,1","12,0000,9,1",,"0038,3,1,003800,9,9",,,,,,,,,,"23,9","240,N,-0373,1","99999,9,10338,1","8,1,024,1,+999,9",,"SYN07031285 12999 00000 11366 21382 30338 40430 58024 60002 333 21373 47038=",
"31285099999","2024-01-22T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0365,1","-0382,1","10416,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10324,1","7,1,014,1,+999,9",,"SYN05431285 42999 12301 11365 21382 30324 40416 57014 80001=","Q01    003SCCGA1"
"31285099999","2024-01-22T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0020,1","22000,1,9,N","050000,1,9,9","-0297,1","-0327,1","10395,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10305,1","7,1,019,1,+999,9",,"SYN05431285 42999 12302 11297 21327 30305 40395 57019 80001=","Q01    003SCCGA1"
"31285099999","2024-01-22T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0268,1","-0307,1","10363,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10275,1","7,1,030,1,+999,9",,"SYN05431285 42999 12301 11268 21307 30275 40363 57030 80001=","Q01    003SCCGA1"
"31285099999","2024-01-22T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","050000,1,9,9","-0321,1","-0344,1","10347,1","12,0000,9,1",,,,,,,,,,,,,"240,M,-0260,1","99999,9,10257,1","7,1,018,1,+999,9",,"SYN06431285 12999 00000 11321 21344 30257 40347 57018 60002 333 11260=",
"31285099999","2024-01-22T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0317,1","-0341,1","10325,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10236,1","7,1,021,1,+999,9",,"SYN05431285 42999 22501 11317 21341 30236 40325 57021 80001=","Q01    003SCCGA1"
"31285099999","2024-01-22T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0318,1","-0341,1","10314,1",,,,,,,,"99,9,+99999,9,02,1",,,"9,AGL   ,+99999,+99999","07,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10225,1","7,1,011,1,+999,9",,"SYN05431285 42999 72501 11318 21341 30225 40314 57011 80008=","Q01    003SCCGA1"
"31285099999","2024-01-22T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","020000,1,9,9","-0295,1","-0320,1","10277,1",,,,"7,1,02,1","1,1,02,1",,,"99,9,+99999,9,02,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10198,1","7,1,027,1,+999,9","70,1","SYN06031285 41998 80000 11295 21320 30198 40277 57027 77071 80007=","Q01    003SCCGA1"
"31285099999","2024-01-22T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","020000,1,9,9","-0299,1","-0317,1","10295,1","12,0000,2,1",,"0039,3,1,003900,9,9","7,1,02,1","2,1,02,1",,,"04,1,+99999,9,04,1","99,9,+99999,9,02,1",,"9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,99999,9,99,9,99,9","23,9","240,N,-0325,1","99999,9,10206,1","3,1,008,1,+999,9","71,1","SYN08231285 11998 80000 11299 21317 30206 40295 53008 69902 77172 84017 333 21325 47039=",
"31285099999","2024-01-23T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0279,1","-0297,1","10306,1",,,,"7,1,02,1","2,1,02,1",,,"02,1,+99999,9,03,1","99,9,+99999,9,01,1",,"9,AGL   ,+99999,+99999","04,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,10217,1","2,1,011,1,+999,9","02,1","SYN06031285 41999 42501 11279 21297 30217 40306 52011 70272 82049=",
"31285099999","2024-01-23T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","010000,1,9,9","-0232,1","-0257,1","10295,1",,,,"7,1,02,1","2,1,02,1",,,"08,1,+99999,9,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,,"99999,9,10208,1","8,1,009,1,+999,9","71,1","SYN06031285 41997 82501 11232 21257 30208 40295 58009 77172 8801/=",
"31285099999","2024-01-23T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","250,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0213,1","-0246,1","10300,1",,,,"7,1,02,1","1,1,02,1",,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10215,1","3,1,007,1,+999,9","02,1","SYN06031285 41999 22501 11213 21246 30215 40300 53007 70271 80001=","Q01    003SCCGA1"
"31285099999","2024-01-23T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","180,1,N,0020,1","22000,1,9,N","050000,1,9,9","-0285,1","-0304,1","10319,1","12,0000,2,1",,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9",,"240,M,-0210,1","99999,9,10230,1","2,1,015,1,+999,9",,"SYN07031285 12999 31802 11285 21304 30230 40319 52015 69902 80001 333 11210=","Q01    003SCCGA1"
"31285099999","2024-01-23T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","22000,1,9,N","050000,1,9,9","-0314,1","-0330,1","10332,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10243,1","2,1,013,1,+999,9",,"SYN05431285 42999 30000 11314 21330 30243 40332 52013 80001=","Q01    003SCCGA1"
"31285099999","2024-01-23T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,9","050000,1,9,9","-0310,1","-0322,1","10332,1",,,,,,"0,1,99,9","0,1,99,9","99,9,+03000,1,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,99,9,99,9,03000,1,99,9,99,9",,,"99999,9,10243,1","4,1,000,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-23T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","999,9,C,0000,5","22000,1,9,N","050000,1,9,9","-0306,1","-0318,1","10331,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10242,1","8,1,001,1,+999,9",,"SYN05431285 42999 30000 11306 21318 30242 40331 58001 80001=","Q01    003SCCGA1"
"31285099999","2024-01-23T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0317,1","-0329,1","10327,1","12,0000,9,1",,"0039,3,1,003900,9,9",,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9","23,9","240,N,-0323,1","99999,9,10238,1","7,1,004,1,+999,9",,"SYN07631285 12999 32301 11317 21329 30238 40327 57004 60002 80001 333 21323 47039=","Q01    003SCCGA1"
"31285099999","2024-01-24T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,9","050000,1,9,9","-0324,1","-0336,1","10334,1",,,,,,"0,1,99,9","0,1,99,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,N,-0329,1","99999,9,10243,1","3,1,005,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-24T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0254,1","-0278,1","10312,1",,,,,,,,,,,,,,,"99999,9,10225,1","8,1,018,1,+999,9",,"SYN04831285 42999 02301 11254 21278 30225 40312 58018=",
"31285099999","2024-01-24T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0225,1","-0265,1","10289,1",,,,,,,,,,,,,,,"99999,9,10204,1","7,1,021,1,+999,9",,"SYN04831285 42999 02001 11225 21265 30204 40289 57021=",
"31285099999","2024-01-24T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0253,1","-0278,1","10285,1","12,0000,9,1",,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,"240,M,-0221,1","99999,9,10198,1","7,1,006,1,+999,9",,"SYN07031285 12999 12001 11253 21278 30198 40285 57006 60002 80001 333 11221=","Q01    003SCCGA1"
"31285099999","2024-01-24T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0020,1","22000,1,9,N","050000,1,9,9","-0263,1","-0281,1","10283,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10196,1","7,1,002,1,+999,9",,"SYN05431285 42999 12302 11263 21281 30196 40283 57002 80001=","Q01    003SCCGA1"
"31285099999","2024-01-24T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,9","050000,1,9,9","-0279,1","-0298,1","10277,1",,,,,,"0,1,99,9","0,1,99,9","99,9,+03000,1,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,99,9,99,9,03000,1,99,9,99,9",,,"99999,9,10188,1","7,1,008,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-24T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0298,1","-0309,1","10274,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10185,1","7,1,003,1,+999,9",,"SYN05431285 42999 12301 11298 21309 30185 40274 57003 80001=","Q01    003SCCGA1"
"31285099999","2024-01-24T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,9","050000,1,9,9","-0290,1","-0303,1","10272,1",,,"0039,9,1,003900,9,9",,,"0,1,99,9","0,1,99,9","99,9,+03000,1,00,1",,,"9,AGL   ,+99999,+99999","01,99,1,99,9,99,9,03000,1,99,9,99,9","23,9","120,N,-0303,1","99999,9,10183,1","7,1,002,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-25T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,9","050000,1,9,9","-0255,1","-0275,1","10274,1",,,,,,"0,1,99,9","0,1,99,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,10187,1","7,1,004,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-25T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,9","050000,1,9,9","-0219,1","-0253,1","10263,1",,,,,,"0,1,99,9","0,1,99,9","99,9,+03000,1,01,1",,,"9,AGL   ,+99999,+99999","01,99,1,99,9,99,9,03000,1,99,9,99,9",,,"99999,9,10178,1","7,1,009,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-25T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0182,1","-0223,1","10261,1",,,,,,,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10176,1","7,1,002,1,+999,9",,"SYN05431285 42999 12001 11182 21223 30176 40261 57002 80009=","Q01    003SCCGA1"
"31285099999","2024-01-25T09:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0206,1","-0239,1","10274,1","12,0000,9,1",,,,,,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,"240,M,-0178,1","99999,9,10189,1","3,1,013,1,+999,9",,"SYN07031285 12999 12001 11206 21239 30189 40274 53013 60002 80009 333 11178=","Q01    003SCCGA1"
"31285099999","2024-01-25T12:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0222,1","-0248,1","10286,1",,,,,,,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10201,1","2,1,012,1,+999,9",,"SYN05431285 42999 12001 11222 21248 30201 40286 52012 80009=","Q01    003SCCGA1"
"31285099999","2024-01-25T15:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0234,1","-0259,1","10305,1",,,,,,,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","01,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10218,1","2,1,017,1,+999,9",,"SYN05431285 42999 12001 11234 21259 30218 40305 52017 80009=","Q01    003SCCGA1"
"31285099999","2024-01-25T18:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,9","050000,1,9,9","-0253,1","-0272,1","10318,1",,,,,,"0,1,99,9","0,1,99,9","99,9,+03000,1,01,1",,,"9,AGL   ,+99999,+99999","01,99,1,99,9,99,9,03000,1,99,9,99,9",,,"99999,9,10230,1","2,1,012,1,+999,9",,"SYN004BUFR",
"31285099999","2024-01-25T21:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","050000,1,9,9","-0250,1","-0268,1","10309,1","12,0000,9,1",,"0038,3,1,003800,9,9",,,,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9","23,9","240,N,-0257,1","99999,9,10222,1","8,1,008,1,+999,9",,"SYN07631285 12999 22301 11250 21268 30222 40309 58008 60002 80009 333 21257 47038=","Q01    003SCCGA1"
"31285099999","2024-01-26T00:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0258,1","-0276,1","10307,1",,,,,,,,"99,9,+99999,9,02,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,N,-0263,1","99999,9,10220,1","7,1,002,1,+999,9",,"SYN06431285 42999 62301 11258 21276 30220 40307 57002 80008 333 21263=","Q01    003SCCGA1"
"31285099999","2024-01-26T03:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","200,1,N,0020,1","99999,9,9,N","050000,1,9,9","-0189,1","-0222,1","10291,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10206,1","7,1,014,1,+999,9",,"SYN05431285 42999 62002 11189 21222 30206 40291 57014 80001=","Q01    003SCCGA1"
"31285099999","2024-01-26T06:00:00","4","54.5","134.4166666","62.0","UDSKOE, RS","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","050000,1,9,9","-0164,1","-0206,1","10283,1",,,,,,,,"99,9,+99999,9,01,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,10199,1","7,1,007,1,+999,9",,"SYN05431285 42999 62301 11164 21206 30199 40283 57007 80009=","Q01    003SCCGA1"
