"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AU1","AU2","AW1","AW2","AX1","AX2","GA1","GA2","GA3","GD1","GD2","GD3","GE1","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MW1","OC1","OD1","OE1","OE2","OE3","REM","EQD"
"72484653123","2024-01-16T11:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","270,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0050,5","-0039,5","10225,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01981,5,99,9","04,5,+02438,5,99,9","04,5,+03048,5,99,9","1,99,1,+01981,5,9","2,99,1,+02438,5,9","2,99,1,+03048,5,9","9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01981,1,99,9,99,9","060,M,+0072,1","060,N,+0022,1",,,,,,,,,"10207,5,09420,5","1,9,004,9,+999,9",,,,,,,,,,"MET12601/16/24 03:53:02 METAR KVGT 161153Z 27004KT 10SM FEW065 SCT080 SCT100 05/M04 A3014 RMK AO2 SLP225 T00501039 10072 20022 51004","D01      0ADE726"
"72484653123","2024-01-16T12:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0022,5","-0039,5","10229,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01829,5,99,9","04,5,+02438,5,99,9",,"1,99,1,+01829,5,9","2,99,1,+02438,5,9",,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01829,1,99,9,99,9",,,,,,,,,,,"10207,5,09420,5",,,,,,,,,,,"MET10101/16/24 04:53:02 METAR KVGT 161253Z 00000KT 10SM FEW060 SCT080 02/M04 A3014 RMK AO2 SLP229 T00221039","D01      0ADE726"
"72484653123","2024-01-16T13:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","280,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0022,5","-0039,5","10234,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01829,5,99,9","04,5,+02286,5,99,9","04,5,+03658,5,99,9","1,99,1,+01829,5,9","2,99,1,+02286,5,9","2,99,1,+03658,5,9","9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01829,1,99,9,99,9",,,,,,,,,,,"10210,5,09423,5",,,,,,,,,,,"MET10801/16/24 05:53:02 METAR KVGT 161353Z 28005KT 10SM FEW060 SCT075 SCT120 02/M04 A3015 RMK AO2 SLP234 T00221039","D01      0ADE726"
"72484653123","2024-01-16T14:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","260,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0028,5","-0033,5","10237,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01829,5,99,9","02,5,+02286,5,99,9","04,5,+03353,5,99,9","1,99,1,+01829,5,9","1,99,1,+02286,5,9","2,99,1,+03353,5,9","9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01829,1,99,9,99,9",,,,,,,,,,,"10213,5,09426,5","3,9,006,9,+999,9",,,,,,,,,,"MET11901/16/24 06:53:02 METAR KVGT 161453Z 26004KT 10SM FEW060 FEW075 SCT110 03/M03 A3016 RMK AO2 SLP237 T00281033 53006 (DY)","D01      0ADE726"
"72484653123","2024-01-16T15:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0039,5","-0033,5","10242,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01829,5,99,9","02,5,+02438,5,99,9","04,5,+03353,5,99,9","1,99,1,+01829,5,9","1,99,1,+02438,5,9","2,99,1,+03353,5,9","9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,01829,1,99,9,99,9",,,,,,,,,,,"10217,5,09429,5",,,,,,,,,,,"MET11301/16/24 07:53:02 METAR KVGT 161553Z 00000KT 10SM FEW060 FEW080 SCT110 04/M03 A3017 RMK AO2 SLP242 T00391033 (CM)","D01      0ADE726"
"72484653123","2024-01-16T16:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0089,5","-0033,5","10244,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02286,5,99,9","02,5,+02591,5,99,9","04,5,+03353,5,99,9","1,99,1,+02286,5,9","1,99,1,+02591,5,9","2,99,1,+03353,5,9","9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,02286,1,99,9,99,9",,,,,,,,,,,"10220,5,09432,5",,,,,,,,,,,"MET11301/16/24 08:53:02 METAR KVGT 161653Z 00000KT 10SM FEW075 FEW085 SCT110 09/M03 A3018 RMK AO2 SLP244 T00891033 (DY)","D01      0ADE726"
"72484653123","2024-01-16T17:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0100,5","-0028,5","10244,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0100,1","060,N,+0017,1",,,,,,,,,"10224,5,09436,5","1,9,010,9,+999,9",,,,,,,,,,"MET11401/16/24 09:53:02 METAR KVGT 161753Z 00000KT 10SM CLR 10/M03 A3019 RMK AO2 SLP244 T01001028 10100 20017 51010 (DY)",
"72484653123","2024-01-16T18:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0117,5","-0028,5","10238,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10217,5,09429,5",,,,,,,,,,,"MET09601/16/24 10:53:02 METAR KVGT 161853Z 00000KT 10SM CLR 12/M03 A3017 RMK AO2 SLP238 T01171028 (DY)",
"72484653123","2024-01-16T19:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0128,5","-0028,5","10222,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10203,5,09417,5",,,,,,,,,,,"MET09601/16/24 11:53:02 METAR KVGT 161953Z 00000KT 10SM CLR 13/M03 A3013 RMK AO2 SLP222 T01281028 (DY)",
"72484653123","2024-01-16T20:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0139,5","-0033,5","10210,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10193,5,09407,5","8,9,029,9,+999,9",,,,,,,,,,"MET10201/16/24 12:53:02 METAR KVGT 162053Z 00000KT 10SM CLR 14/M03 A3010 RMK AO2 SLP210 T01391033 58029 (DY)",
"72484653123","2024-01-16T21:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","100,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0144,5","-0033,5","10201,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10183,5,09398,5",,,,,,,,,,,"MET09601/16/24 13:53:02 METAR KVGT 162153Z 10005KT 10SM CLR 14/M03 A3007 RMK AO2 SLP201 T01441033 (DY)",
"72484653123","2024-01-16T22:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","090,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0150,5","-0044,5","10198,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10179,5,09394,5",,,,,,,,,,,"MET09601/16/24 14:53:02 METAR KVGT 162253Z 09004KT 10SM CLR 15/M04 A3006 RMK AO2 SLP198 T01501044 (XO)",
"72484653123","2024-01-16T23:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","130,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0144,5","-0050,5","10193,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0150,1","060,N,+0100,1",,,,,,,,,"10176,5,09391,5","6,9,015,9,+999,9",,,,,,,,,,"MET11401/16/24 15:53:02 METAR KVGT 162353Z 13003KT 10SM CLR 14/M05 A3005 RMK AO2 SLP193 T01441050 10150 20100 56015 (CT)",
"72484653123","2024-01-17T00:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","150,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0128,5","-0044,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10176,5,09391,5",,,,,,,,,,,"MET09101/16/24 16:53:01 METAR KVGT 170053Z 15003KT 10SM CLR 13/M04 A3005 RMK AO2 SLP199 T01281044",
"72484653123","2024-01-17T01:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","210,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0117,5","-0039,5","10199,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10176,5,09391,5",,,,,,,,,,,"MET09101/16/24 17:53:01 METAR KVGT 170153Z 21003KT 10SM CLR 12/M04 A3005 RMK AO2 SLP199 T01171039",
"72484653123","2024-01-17T02:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0106,5","-0033,5","10198,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10173,5,09388,5","8,9,001,9,+999,9",,,,,,,,,,"MET09701/16/24 18:53:01 METAR KVGT 170253Z 00000KT 10SM CLR 11/M03 A3004 RMK AO2 SLP198 T01061033 58001",
"72484653123","2024-01-17T03:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","300,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0094,5","-0033,5","10202,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10179,5,09394,5",,,,,,,,,,,"MET09101/16/24 19:53:01 METAR KVGT 170353Z 30004KT 10SM CLR 09/M03 A3006 RMK AO2 SLP202 T00941033",
"72484653123","2024-01-17T04:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","290,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0078,5","-0033,5","10188,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10169,5,09385,5",,,,,,,,,,,"MET09101/16/24 20:53:02 METAR KVGT 170453Z 29005KT 10SM CLR 08/M03 A3003 RMK AO2 SLP188 T00781033",
"72484653123","2024-01-17T05:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0072,5","-0033,5","10184,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0144,1","060,N,+0072,1",,,,,,,,,"10166,5,09382,5","8,9,009,9,+999,9",,,,,,,,,,"MET10901/16/24 21:53:02 METAR KVGT 170553Z 00000KT 10SM CLR 07/M03 A3002 RMK AO2 SLP184 T00721033 10144 20072 58009",
"72484653123","2024-01-17T06:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","280,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0067,5","-0028,5","10179,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10159,5,09375,5",,,,,,,,,,,"MET09101/16/24 22:53:02 METAR KVGT 170653Z 28007KT 10SM CLR 07/M03 A3000 RMK AO2 SLP179 T00671028",
"72484653123","2024-01-17T07:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","310,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0056,5","-0033,5","10172,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01981,5,99,9",,,"1,99,1,+01981,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,01981,1,99,9,99,9","240,M,+0150,1","240,N,+0017,1",,,,,,,,,"10152,5,09369,5",,,,,,,,,,,"MET10401/16/24 23:53:01 METAR KVGT 170753Z 31004KT 10SM FEW065 06/M03 A2998 RMK AO2 SLP172 T00561033 401500017","D01      0ADE726"
"72484653123","2024-01-17T07:59:00","6","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","SOD  ","KVGT ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"240,M,+0150,5","240,N,+0017,5",,,,,,,,,,,"09406,4,10169,4",,,,,,"1,24,00447,130,9999,5","2,24,00358,300,9999,5","3,24,00139,999,9999,5","SOD69224 HR PRECIPITATION (IN): 0.00 24 HR MAX TEMP (F): 5924 HR MIN TEMP (F): 35AVERAGE STATION PRESSURE:27.775 MINIMUM SEA LEVEL PRESSURE:30.03 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 10 PEAK WIND DIR (DEG):130 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG):300 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.1 24 HR AVG TEMP (F): 47DEPART FROM NORMAL: -2  HEATING DEGREE DAYS: 18 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):59  LATEST NIGHT MIN TEMP(1900-0800 LST):35 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00",
"72484653123","2024-01-17T08:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","270,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0056,5","-0033,5","10161,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01981,5,99,9","02,5,+03353,5,99,9",,"1,99,1,+01981,5,9","1,99,1,+03353,5,9",,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,01981,1,99,9,99,9",,,,,,,,,,,"10146,5,09363,5","8,9,019,9,+999,9",,,,,,,,,,"MET10701/17/24 00:53:02 METAR KVGT 170853Z 27004KT 10SM FEW065 FEW110 06/M03 A2996 RMK AO2 SLP161 T00561033 58019","D01      0ADE726"
"72484653123","2024-01-17T09:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","230,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0050,5","-0033,5","10156,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02438,5,99,9",,,"1,99,1,+02438,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,02438,1,99,9,99,9",,,,,,,,,,,"10139,5,09356,5",,,,,,,,,,,"MET09401/17/24 01:53:02 METAR KVGT 170953Z 23003KT 10SM FEW080 05/M03 A2994 RMK AO2 SLP156 T00501033","D01      0ADE726"
"72484653123","2024-01-17T10:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0050,5","-0033,5","10153,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02591,5,99,9","04,5,+03353,5,99,9",,"1,99,1,+02591,5,9","2,99,1,+03353,5,9",,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,02591,1,99,9,99,9",,,,,,,,,,,"10135,5,09353,5",,,,,,,,,,,"MET10101/17/24 02:53:02 METAR KVGT 171053Z 00000KT 10SM FEW085 SCT110 05/M03 A2993 RMK AO2 SLP153 T00501033","D01      0ADE726"
"72484653123","2024-01-17T11:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0061,5","-0039,5","10144,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02438,5,99,9","02,5,+03353,5,99,9",,"1,99,1,+02438,5,9","1,99,1,+03353,5,9",,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,02438,1,99,9,99,9","060,M,+0072,1","060,N,+0050,1",,,,,,,,,"10129,5,09347,5","8,9,015,9,+999,9",,,,,,,,,,"MET11901/17/24 03:53:02 METAR KVGT 171153Z 00000KT 10SM FEW080 FEW110 06/M04 A2991 RMK AO2 SLP144 T00611039 10072 20050 58015","D01      0ADE726"
"72484653123","2024-01-17T12:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","320,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0056,5","-0039,5","10148,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02438,5,99,9",,,"1,99,1,+02438,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,02438,1,99,9,99,9",,,,,,,,,,,"10129,5,09347,5",,,,,,,,,,,"MET09401/17/24 04:53:02 METAR KVGT 171253Z 32004KT 10SM FEW080 06/M04 A2991 RMK AO2 SLP148 T00561039","D01      0ADE726"
"72484653123","2024-01-17T13:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","340,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0056,5","-0039,5","10151,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02286,5,99,9","02,5,+03048,5,99,9",,"1,99,1,+02286,5,9","1,99,1,+03048,5,9",,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,02286,1,99,9,99,9",,,,,,,,,,,"10132,5,09350,5",,,,,,,,,,,"MET10601/17/24 05:53:02 METAR KVGT 171353Z 34004KT 10SM FEW075 FEW100 06/M04 A2992 RMK AO2 SLP151 T00561039 (HE)","D01      0ADE726"
"72484653123","2024-01-17T14:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","360,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0056,5","-0039,5","10153,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+01829,5,99,9","02,5,+02438,5,99,9",,"1,99,1,+01829,5,9","1,99,1,+02438,5,9",,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,01829,1,99,9,99,9",,,,,,,,,,,"10132,5,09350,5","3,9,005,9,+999,9",,,,,,,,,,"MET11201/17/24 06:53:02 METAR KVGT 171453Z 36004KT 10SM FEW060 FEW080 06/M04 A2992 RMK AO2 SLP153 T00561039 53005 (HE)","D01      0ADE726"
"72484653123","2024-01-17T15:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","350,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0061,5","-0033,5","10159,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10139,5,09356,5",,,,,,,,,,,"MET09601/17/24 07:53:02 METAR KVGT 171553Z 35006KT 10SM CLR 06/M03 A2994 RMK AO2 SLP159 T00611033 (DY)",
"72484653123","2024-01-17T16:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0083,5","-0028,5","10163,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10142,5,09359,5",,,,,,,,,,,"MET09601/17/24 08:53:02 METAR KVGT 171653Z 00000KT 10SM CLR 08/M03 A2995 RMK AO2 SLP163 T00831028 (DY)",
"72484653123","2024-01-17T17:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","140,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0106,5","-0033,5","10164,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","060,M,+0106,1","060,N,+0044,1",,,,,,,,,"10146,5,09363,5","1,9,010,9,+999,9",,,,,,,,,,"MET11401/17/24 09:53:02 METAR KVGT 171753Z 14005KT 10SM CLR 11/M03 A2996 RMK AO2 SLP164 T01061033 10106 20044 51010 (DY)",
"72484653123","2024-01-17T18:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","040,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0122,5","-0033,5","10160,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10142,5,09359,5",,,,,,,,,,,"MET09601/17/24 10:53:02 METAR KVGT 171853Z 04003KT 10SM CLR 12/M03 A2995 RMK AO2 SLP160 T01221033 (DY)",
"72484653123","2024-01-17T19:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","070,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0128,5","-0033,5","10152,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10135,5,09353,5",,,,,,,,,,,"MET09601/17/24 11:53:02 METAR KVGT 171953Z 07006KT 10SM CLR 13/M03 A2993 RMK AO2 SLP152 T01281033 (XO)",
"72484653123","2024-01-17T20:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","020,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0139,5","-0033,5","10145,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10129,5,09347,5","8,9,016,9,+999,9",,,,,,,,,,"MET10201/17/24 12:53:02 METAR KVGT 172053Z 02005KT 10SM CLR 14/M03 A2991 RMK AO2 SLP145 T01391033 58016 (DY)",
"72484653123","2024-01-17T21:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,V,0021,5","22000,5,9,N","016093,5,N,5","+0139,5","-0033,5","10143,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10125,5,09344,5",,,,,,,,,,,"MET09601/17/24 13:53:02 METAR KVGT 172153Z VRB04KT 10SM CLR 14/M03 A2990 RMK AO2 SLP143 T01391033 (DY)",
"72484653123","2024-01-17T22:53:00","7","36.21205","-115.19394","667.4","LAS VEGAS AIR TERMINAL, NV US","FM-15","KVGT ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0139,5","-0028,5","10145,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,"10129,5,09347,5",,,,,,,,,,,"MET09601/17/24 14:53:02 METAR KVGT 172253Z 00000KT 10SM CLR 14/M03 A2991 RMK AO2 SLP145 T01391028 (DY)",
